,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating,Clusters,Cluster_Color
904,Kto,Belize,1422,2014,72.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory,3,Black
905,Kto,Sambirano Valley,1422,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar,Satisfactory,3,Black
906,Kto,Belize,1426,2014,90.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory,2,Dark Purple
907,Kto,Elvesia,1426,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
908,Kto,ROIG,1426,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,U.S.A.,3.25,Unknown,Haiti,Satisfactory,3,Black
910,K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru,Satisfactory,3,Black
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,U.S.A.,3.75,Unknown,Ecuador,Praiseworthy,3,Black
912,K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,U.S.A.,3.75,Forastero,Brazil,Praiseworthy,3,Black
913,Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Forastero,Uganda,Disappointing,3,Black
914,Kyya,Hispaniola,1359,2014,72.5,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
915,Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,Unknown,Ecuador,Disappointing,3,Black
916,Kyya,Madagascar,1363,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
917,L.A. Burdick (Felchlin),Peru,891,2012,74.0,U.S.A.,3.25,Unknown,Peru,Satisfactory,1,Light Purple
918,L.A. Burdick (Felchlin),Brazil,891,2012,70.0,U.S.A.,4.0,Unknown,Brazil,Premium,3,Black
919,L.A. Burdick (Felchlin),Chuao,927,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela,Praiseworthy,3,Black
920,L.A. Burdick (Felchlin),Quito,682,2011,74.0,U.S.A.,3.75,Unknown,Ecuador,Praiseworthy,1,Light Purple
921,L.A. Burdick (Felchlin),Grenada,576,2010,75.0,U.S.A.,3.25,Trinitario,Grenada,Satisfactory,1,Light Purple
922,L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,1,Light Purple
923,L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory,3,Black
924,L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar,Satisfactory,0,Pink
925,L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory,3,Black
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru,Disappointing,3,Black
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru,Disappointing,3,Black
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru,Satisfactory,3,Black
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize,Satisfactory,3,Black
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,Unknown,"Africa, Carribean, C. Am.",Satisfactory,1,Light Purple
931,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,Unknown,Trinidad and Tobago,Satisfactory,0,Pink
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,Unknown,Ecuador,Satisfactory,0,Pink
933,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,Unknown,Dominican Republic,Satisfactory,0,Pink
934,La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,Satisfactory,3,Black
935,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,Satisfactory,3,Black
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,Satisfactory,3,Black
937,La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,Unknown,Unknown,Satisfactory,0,Pink
938,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,Unknown,Unknown,Praiseworthy,0,Pink
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad.",Satisfactory,1,Light Purple
940,La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,Unknown,Peru,Disappointing,3,Black
941,La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,Unknown,Ecuador,Satisfactory,0,Pink
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,Satisfactory,1,Light Purple
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,Satisfactory,1,Light Purple
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,Unknown,Cuba,Satisfactory,1,Light Purple
945,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,Unknown,Peru,Satisfactory,1,Light Purple
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,Unknown,Ivory Coast,Satisfactory,1,Light Purple
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,São Tomé and Príncipe,Satisfactory,1,Light Purple
948,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,Unknown,Brazil,Satisfactory,1,Light Purple
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,Praiseworthy,1,Light Purple
950,Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,Unknown,Cuba,Satisfactory,3,Black
951,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,Unknown,Trinidad and Tobago,Satisfactory,3,Black
952,Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,Satisfactory,3,Black
953,Lake Champlain (Callebaut),Tanzania,327,2009,75.0,U.S.A.,2.5,Unknown,United Republic of Tanzania,Disappointing,1,Light Purple
954,L'Amourette,Rugoso,1784,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua,Satisfactory,1,Light Purple
955,L'Amourette,Carenero Superior,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory,1,Light Purple
956,L'Amourette,Rio Caribe,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory,1,Light Purple
957,L'Amourette,Blend,853,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",Satisfactory,3,Black
958,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,U.S.A.,3.5,Unknown,Honduras,Satisfactory,3,Black
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,U.S.A.,3.25,Unknown,Belize,Satisfactory,3,Black
960,Letterpress,Liberia,1728,2016,70.0,U.S.A.,3.25,Unknown,Liberia,Satisfactory,3,Black
961,Letterpress,Beniamo,1562,2015,70.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory,3,Black
962,Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
963,Letterpress,San Andres,1566,2015,70.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory,3,Black
964,Letterpress,"La Red, Guaconejo",1566,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
965,Letterpress,Kokoa Kamili,1566,2015,70.0,U.S.A.,3.5,Unknown,United Republic of Tanzania,Satisfactory,3,Black
966,Letterpress,Maranura,1371,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory,3,Black
967,Levy,Sambirano,1231,2014,71.0,Finland,3.5,Criollo,Madagascar,Satisfactory,3,Black
968,Lilla,Madagascar,1856,2016,70.0,Finland,3.0,Trinitario,Madagascar,Satisfactory,3,Black
969,Lillie Belle,Perfect Illusion,855,2012,65.0,U.S.A.,3.5,Criollo,Peru,Satisfactory,0,Pink
970,Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,Satisfactory,3,Black
971,Lillie Belle,La Selva,903,2012,68.0,U.S.A.,3.75,Unknown,Peru,Praiseworthy,3,Black
972,Lillie Belle,Purple Haze,947,2012,75.0,U.S.A.,2.75,Unknown,"Venezuela, Dom. Rep.",Satisfactory,1,Light Purple
973,Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,1,Light Purple
974,Lillie Belle,Wild Thing,947,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,Satisfactory,3,Black
975,Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,Unknown,Unknown,Satisfactory,2,Dark Purple
976,Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,Unknown,Puerto Rico,Disappointing,0,Pink
977,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy,3,Black
978,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,U.S.A.,3.25,Unknown,United States of America,Satisfactory,0,Pink
979,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy,1,Light Purple
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,U.S.A.,3.0,Unknown,United States of America,Satisfactory,3,Black
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,U.S.A.,3.0,Unknown,United States of America,Satisfactory,3,Black
982,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,U.S.A.,3.5,Unknown,United States of America,Satisfactory,3,Black
983,Love Bar,Nicaragua,1502,2015,75.0,U.S.A.,2.0,Unknown,Nicaragua,Unpleasant,1,Light Purple
984,Luker,Selva,552,2010,46.0,Colombia,2.75,Unknown,"Colombia, Ecuador",Satisfactory,0,Pink
985,Luker,Macondo,552,2010,60.0,Colombia,3.0,Unknown,"Colombia, Ecuador",Satisfactory,0,Pink
986,Luker,Misterio,552,2010,58.0,Colombia,3.0,Unknown,"Colombia, Ecuador",Satisfactory,0,Pink
987,Luker,Santander,552,2010,65.0,Colombia,3.5,Unknown,Colombia,Satisfactory,0,Pink
988,Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,Unknown,Peru,Unpleasant,3,Black
989,Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,Unknown,Peru,Disappointing,0,Pink
990,Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,Satisfactory,3,Black
991,Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,Praiseworthy,3,Black
992,Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,Premium,0,Pink
993,Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,Trinitario,Madagascar,Satisfactory,1,Light Purple
994,Madre,Guadalcanal,1940,2017,73.0,U.S.A.,3.5,Unknown,Solomon Islands,Satisfactory,3,Black
995,Madre,Puerto Rico,1085,2013,70.0,U.S.A.,2.75,Unknown,Puerto Rico,Satisfactory,3,Black
996,Madre,Brazil,1085,2013,70.0,U.S.A.,3.5,Unknown,Brazil,Satisfactory,3,Black
997,Madre,"Choobua, Kona",1089,2013,70.0,U.S.A.,2.75,Unknown,United States of America,Satisfactory,3,Black
998,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,U.S.A.,2.75,Unknown,Mexico,Satisfactory,3,Black
999,Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,U.S.A.,3.25,Unknown,United States of America,Satisfactory,3,Black
1000,Madre,"Criollo, Hawaii",995,2012,70.0,U.S.A.,3.25,Criollo,United States of America,Satisfactory,3,Black
1001,Madre,Kaua'i,995,2012,70.0,U.S.A.,3.5,Unknown,United States of America,Satisfactory,3,Black
1002,Madre,Dominican,672,2011,70.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing,3,Black
1003,Madre,Upala,693,2011,70.0,U.S.A.,2.75,Unknown,Costa Rica,Satisfactory,3,Black
1004,Madre,"Chiapas, Triple Cacao",607,2010,72.0,U.S.A.,2.75,Unknown,Mexico,Satisfactory,3,Black
1005,Maglio,Africa,300,2008,75.0,Italy,2.0,Unknown,United Republic of Tanzania,Unpleasant,1,Light Purple
1006,Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,Satisfactory,3,Black
1007,Maglio,Cuba,308,2008,70.0,Italy,3.25,Criollo,Cuba,Satisfactory,3,Black
1008,Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,Praiseworthy,3,Black
1009,Majani,Ecuador,531,2010,70.0,Italy,2.0,Unknown,Ecuador,Unpleasant,3,Black
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,Trinitario,Madagascar,Satisfactory,1,Light Purple
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,Trinitario,Madagascar,Satisfactory,3,Black
1012,Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,Trinitario,Philippines,Satisfactory,0,Pink
1013,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,U.S.A.,3.5,Unknown,United States of America,Satisfactory,0,Pink
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,U.S.A.,2.75,Blend,United States of America,Satisfactory,0,Pink
1015,Malmo,Chuao,1856,2016,70.0,Sweden,3.0,Unknown,Venezuela,Satisfactory,3,Black
1016,Mana,Ecuador,1446,2015,74.0,U.S.A.,2.5,Unknown,Ecuador,Disappointing,1,Light Purple
1017,Mana,Peru,1219,2014,74.0,U.S.A.,2.5,Unknown,Peru,Disappointing,1,Light Purple
1018,Mana,Venezuela,1219,2014,74.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,1,Light Purple
1019,Mana,Conacado,821,2012,74.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,1,Light Purple
1020,Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,Unknown,Colombia,Satisfactory,3,Black
1021,Manoa,Markham Valley,1522,2015,72.0,U.S.A.,3.5,Unknown,Papua New Guinea,Satisfactory,3,Black
1022,Manoa,Coto Brus,1522,2015,72.0,U.S.A.,3.75,Unknown,Costa Rica,Praiseworthy,3,Black
1023,Manoa,"Waiahole, O'ahu",1089,2013,72.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy,3,Black
1024,Manoa,"Liberia, #174",1003,2012,72.0,U.S.A.,3.25,Unknown,Liberia,Satisfactory,3,Black
1025,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,U.S.A.,2.75,Unknown,United States of America,Satisfactory,3,Black
1026,Manoa,Piura,1007,2012,72.0,U.S.A.,3.0,Unknown,Peru,Satisfactory,3,Black
1027,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,U.S.A.,3.25,Unknown,United States of America,Satisfactory,3,Black
1028,Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,Unknown,Nicaragua,Praiseworthy,3,Black
1029,Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,Unknown,Peru,Satisfactory,3,Black
1030,Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,Praiseworthy,3,Black
1031,Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,Unknown,Colombia,Satisfactory,2,Dark Purple
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
1033,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,Satisfactory,3,Black
1034,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,Unknown,Ecuador,Satisfactory,3,Black
1035,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,U.S.A.,3.25,Trinitario,Vietnam,Satisfactory,1,Light Purple
1036,Map Chocolate,"ROIG, 2014",1474,2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,Satisfactory,3,Black
1037,Map Chocolate,"Maranon, 2014",1474,2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory,0,Pink
1038,Map Chocolate,Ecuador,1478,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador,Satisfactory,3,Black
1039,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
1040,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,U.S.A.,3.5,Unknown,Nicaragua,Satisfactory,3,Black
1041,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,U.S.A.,3.5,Criollo,Peru,Satisfactory,3,Black
1042,Map Chocolate,Colombia,1610,2015,75.0,U.S.A.,2.75,Unknown,Colombia,Satisfactory,1,Light Purple
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,U.S.A.,3.0,Unknown,United Republic of Tanzania,Satisfactory,3,Black
1044,Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,U.S.A.,3.5,Unknown,Honduras,Satisfactory,1,Light Purple
1045,Marana,Piura,1872,2016,70.0,Peru,3.0,Unknown,Peru,Satisfactory,3,Black
1046,Marana,Cusco,1884,2016,70.0,Peru,2.75,Unknown,Peru,Satisfactory,3,Black
1047,Marana,San Martin,1884,2016,70.0,Peru,3.0,Unknown,Peru,Satisfactory,3,Black
1048,Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,Unknown,Unknown,Satisfactory,1,Light Purple
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,Satisfactory,2,Dark Purple
1050,Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,3,Black
1051,Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,Praiseworthy,3,Black
1052,Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,1,Light Purple
1053,Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,1,Light Purple
1054,Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,3,Black
1055,Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,3,Black
1056,Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,1,Light Purple
1057,Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,Satisfactory,1,Light Purple
1058,Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,Satisfactory,1,Light Purple
1059,Mars,"Matina 1-6, prototype",537,2010,65.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory,0,Pink
1060,Mars,Ivory Coast,544,2010,65.0,U.S.A.,3.0,Unknown,Ivory Coast,Satisfactory,0,Pink
1061,Mars,Nigeria,544,2010,65.0,U.S.A.,3.25,Unknown,Nigeria,Satisfactory,0,Pink
1062,Mars,"Ghana, prototype",544,2010,65.0,U.S.A.,3.5,Forastero,Ghana,Satisfactory,0,Pink
1063,Marsatta,Dominican Republic,1189,2013,74.0,U.S.A.,2.25,Unknown,Dominican Republic,Disappointing,1,Light Purple
1064,Marsatta,Dominican Republic,1189,2013,89.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing,2,Dark Purple
1065,Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,Unknown,Bolivia,Satisfactory,1,Light Purple
1066,Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,Unknown,Haiti,Satisfactory,1,Light Purple
1067,Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,Unknown,Colombia,Satisfactory,1,Light Purple
1068,Mast Brothers,Guatemala,1450,2015,76.0,U.S.A.,3.0,Unknown,Guatemala,Satisfactory,1,Light Purple
1069,Mast Brothers,Tanzania,1450,2015,74.0,U.S.A.,3.25,Unknown,United Republic of Tanzania,Satisfactory,1,Light Purple
1070,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,U.S.A.,3.75,Blend,"Peru, Belize",Praiseworthy,1,Light Purple
1071,Mast Brothers,Shake Shack,959,2012,73.0,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",Satisfactory,3,Black
1072,Mast Brothers,Madagascar,999,2012,72.0,U.S.A.,2.5,Trinitario,Unknown,Disappointing,3,Black
1073,Mast Brothers,Chuao,999,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory,3,Black
1074,Mast Brothers,Brooklyn Blend,672,2011,72.0,U.S.A.,3.5,Unknown,Unknown,Satisfactory,3,Black
1075,Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory,1,Light Purple
1076,Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory,3,Black
1077,Mast Brothers,"Chuao, Light Roast",713,2011,81.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory,1,Light Purple
1078,Mast Brothers,Moho River,773,2011,70.0,U.S.A.,3.5,Trinitario,Belize,Satisfactory,3,Black
1079,Mast Brothers,Papua New Guinea,777,2011,71.0,U.S.A.,2.75,Unknown,Papua New Guinea,Satisfactory,3,Black
1080,Mast Brothers,San Martin,777,2011,75.0,U.S.A.,3.0,Unknown,Peru,Satisfactory,1,Light Purple
1081,Mast Brothers,Conacado,777,2011,73.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,1,Light Purple
1083,Mast Brothers,Patanemo,572,2010,81.0,U.S.A.,2.75,Criollo,Venezuela,Satisfactory,1,Light Purple
1084,Mast Brothers,Ocumare de la Costa,572,2010,75.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory,1,Light Purple
1085,Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
1086,Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,Satisfactory,3,Black
1087,Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,Trinitario,Madagascar,Premium,3,Black
1088,Matale,"Kulili P., 2013",1177,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,Premium,1,Light Purple
1089,Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",Praiseworthy,3,Black
1090,Maverick,Maya Mountain,1367,2014,70.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory,3,Black
1091,Maverick,Elvesia,1367,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
1092,Maverick,Tumbes,1430,2014,82.0,U.S.A.,3.25,Criollo,Peru,Satisfactory,1,Light Purple
1093,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.0,U.S.A.,3.5,Criollo,Peru,Satisfactory,0,Pink
1094,Mayacama,Hispaniola,1728,2016,72.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
1095,Meadowlands,Bolivia,1287,2014,70.0,U.S.A.,2.5,Unknown,Bolivia,Disappointing,3,Black
1096,Meadowlands,Venezuela,1287,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,3,Black
1097,Meadowlands,Belize,1287,2014,70.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory,3,Black
1098,Meadowlands,"Nicaragua, w/ inbs",1291,2014,70.0,U.S.A.,3.0,Unknown,Nicaragua,Satisfactory,3,Black
1099,Meadowlands,Dominican Republic,1291,2014,70.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory,3,Black
1100,Menakao (aka Cinagra),Madagascar,837,2012,80.0,Madagascar,2.5,Trinitario,Madagascar,Disappointing,1,Light Purple
1101,Menakao (aka Cinagra),Madagascar,841,2012,72.0,Madagascar,2.5,Trinitario,Madagascar,Disappointing,3,Black
1102,Mesocacao,El Salvador,1494,2015,80.0,Honduras,2.75,Unknown,El Salvador,Satisfactory,1,Light Purple
1103,Mesocacao,El Salvador,1494,2015,70.0,Honduras,3.0,Unknown,El Salvador,Satisfactory,3,Black
1104,Mesocacao,Honduras,1347,2014,80.0,Honduras,3.25,Unknown,Honduras,Satisfactory,1,Light Purple
1105,Mesocacao,Honduras,1347,2014,70.0,Honduras,3.5,Unknown,Honduras,Satisfactory,3,Black
1106,Mesocacao,"La Tronca, Matagalpa",1351,2014,70.0,Honduras,3.25,Unknown,Nicaragua,Satisfactory,3,Black
1107,Mesocacao,"La Tronca, Matagalpa",1351,2014,80.0,Honduras,3.5,Unknown,Nicaragua,Satisfactory,1,Light Purple
1108,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70.0,Sweden,3.0,Unknown,Brazil,Satisfactory,3,Black
1109,Metiisto,Akesson Estate,1267,2014,72.0,Sweden,3.5,Trinitario,Madagascar,Satisfactory,3,Black
1110,Metropolitan,South America,1688,2015,70.0,Amsterdam,3.5,Trinitario,South America,Satisfactory,3,Black
1111,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.0,France,3.75,Unknown,Mexico,Praiseworthy,0,Pink
1112,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.0,France,3.5,Trinitario,Venezuela,Satisfactory,0,Pink
1113,Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,Forastero,São Tomé and Príncipe,Satisfactory,3,Black
1114,Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,Unknown,Unknown,Unpleasant,0,Pink
1115,Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,Unknown,Unknown,Unpleasant,2,Dark Purple
1116,Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,Forastero,São Tomé and Príncipe,Satisfactory,3,Black
1117,Michel Cluizel,Los Ancones P.,24,2006,67.0,France,4.0,Unknown,Dominican Republic,Premium,3,Black
1118,Michel Cluizel,Mangaro P.,24,2006,65.0,France,4.0,Trinitario,Madagascar,Premium,0,Pink
