,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating
492,Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory
493,Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,Unknown,Colombia,Satisfactory
494,Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
495,Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
496,Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,Satisfactory
497,Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,Unknown,United Republic of Tanzania,Satisfactory
498,Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,Unknown,Guatemala,Satisfactory
499,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,Satisfactory
500,Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,Unknown,Guatemala,Praiseworthy
501,Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,Praiseworthy
502,Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,Premium
503,Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,Unknown,Guatemala,Satisfactory
504,Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,Unknown,Guatemala,Satisfactory
505,Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,Satisfactory
506,Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,Satisfactory
507,DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory
508,DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,Satisfactory
509,DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,Unknown,"Ecuador, Costa Rica",Satisfactory
510,Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory
511,Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
512,Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory
513,Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,Unknown,United Republic of Tanzania,Satisfactory
514,Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
515,Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,Disappointing
516,Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
517,Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory
518,Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,Satisfactory
519,De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,Unknown,Brazil,Satisfactory
520,De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,Unknown,Brazil,Satisfactory
521,De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,Disappointing
522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,Unknown,Madagascar,Satisfactory
523,Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,Disappointing
524,Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory
525,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,Unknown,Ecuador,Satisfactory
526,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,Satisfactory
527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,Unknown,Papua New Guinea,Satisfactory
528,Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,Unknown,Peru,Satisfactory
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,Unknown,Papua New Guinea,Satisfactory
530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,Unknown,Venezuela,Praiseworthy
531,Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,Unknown,United Republic of Tanzania,Disappointing
532,DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,Unknown,Bolivia,Satisfactory
533,DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,Satisfactory
534,DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory
535,Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,Unknown,Guatemala,Praiseworthy
536,Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,Satisfactory
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,Unknown,Bolivia,Praiseworthy
538,Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
540,Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
541,Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,Unknown,Bolivia,Satisfactory
542,Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,Satisfactory
543,Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,Satisfactory
544,Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
545,Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,Satisfactory
546,Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
547,Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
548,Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,Unknown,Venezuela,Satisfactory
549,Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,Unknown,Panama,Satisfactory
550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,Venezuela,Satisfactory
551,Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua,Satisfactory
552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy
553,Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,Satisfactory
554,Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,Unknown,Unknown,Unpleasant
555,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,Unknown,Ecuador,Praiseworthy
556,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,Praiseworthy
557,Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,Satisfactory
558,Domori,Morogoro,863,2012,70.0,Italy,3.5,Unknown,United Republic of Tanzania,Satisfactory
559,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,Praiseworthy
560,Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,Satisfactory
561,Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory
562,Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory
563,Domori,Teyuna,272,2008,70.0,Italy,3.0,Unknown,Colombia,Satisfactory
564,Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,Unknown,Satisfactory
565,Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,Unknown,Praiseworthy
566,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,Premium
567,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,Satisfactory
568,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,Satisfactory
569,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,Satisfactory
570,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,Satisfactory
571,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,Praiseworthy
572,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,Premium
573,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,Premium
574,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory
575,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,Satisfactory
576,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,Satisfactory
577,Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada,Satisfactory
578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela,Disappointing
579,Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia,Satisfactory
580,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar,Satisfactory
581,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,Guatemala,Premium
582,Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua,Satisfactory
583,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua,Praiseworthy
584,Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,Unknown,Venezuela,Praiseworthy
585,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,Honduras,Praiseworthy
586,Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,Unknown,Dominican Republic,Satisfactory
587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,Unknown,Panama,Satisfactory
588,Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua,Satisfactory
589,Duffy's,Ocumare,765,2011,71.0,U.K.,3.5,Unknown,Venezuela,Satisfactory
590,Duffy's,Panama,516,2010,70.0,U.K.,3.5,Unknown,Panama,Satisfactory
591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,Unknown,Ecuador,Praiseworthy
592,Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,Unknown,Ecuador,Disappointing
593,Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,Unknown,Peru,Praiseworthy
594,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
595,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,Satisfactory
596,Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory
597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,Satisfactory
598,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
599,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,Satisfactory
600,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,Unknown,Ecuador,Premium
601,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,Unknown,Peru,Satisfactory
602,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,Satisfactory
603,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,Unknown,Dominican Republic,Praiseworthy
604,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Unknown,Colombia,Satisfactory
605,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Unknown,Colombia,Satisfactory
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,Satisfactory
607,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,Satisfactory
608,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,Unknown,Bolivia,Praiseworthy
609,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Unknown,Bolivia,Satisfactory
610,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy
611,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,Satisfactory
612,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,Satisfactory
613,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,Disappointing
614,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,Disappointing
615,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,Satisfactory
616,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,Satisfactory
617,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,Unknown,Saint Lucia,Satisfactory
618,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,Unknown,Saint Lucia,Satisfactory
619,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Unknown,Venezuela,Satisfactory
620,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,Satisfactory
621,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,Unknown,Honduras,Satisfactory
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,São Tomé and Príncipe,Satisfactory
623,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,Satisfactory
624,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,Satisfactory
625,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,Satisfactory
626,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory
627,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,Unknown,Costa Rica,Unpleasant
628,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory
629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,Unknown,"Cost Rica, Ven",Satisfactory
630,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory
631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,Unknown,"Peru, Madagascar",Disappointing
632,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad and Tobago,Disappointing
633,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,Disappointing
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,Unknown,Unknown,Satisfactory
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,Unknown,"Venezuela, Trinidad",Disappointing
636,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory
637,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
638,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,Unknown,Brazil,Satisfactory
640,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Unknown,Jamaica,Satisfactory
641,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Unknown,Venezuela,Disappointing
642,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,Satisfactory
643,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,Satisfactory
644,Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,Unknown,Unknown,Unpleasant
645,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,Satisfactory
646,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,Satisfactory
647,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,Satisfactory
648,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,Satisfactory
649,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,Premium
650,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico,Disappointing
651,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
652,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
653,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing
654,Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru,Satisfactory
655,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,Unknown,Dominican Republic,Satisfactory
656,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,Unknown,Dominican Republic,Satisfactory
657,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,Unknown,Madagascar,Satisfactory
658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,Unknown,Ecuador,Satisfactory
659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,United Republic of Tanzania,Praiseworthy
660,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Unknown,Venezuela,Satisfactory
661,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy
662,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy
663,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Unknown,Venezuela,Satisfactory
664,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,Unknown,Costa Rica,Satisfactory
665,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,Unknown,Peru,Satisfactory
666,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,Satisfactory
667,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,Satisfactory
668,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,Satisfactory
669,French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,Unknown,Peru,Satisfactory
670,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,Unknown,Guatemala,Satisfactory
671,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory
672,French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,Unknown,Nicaragua,Satisfactory
673,French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,Unknown,Peru,Satisfactory
674,French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,Disappointing
675,French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,Unknown,Peru,Satisfactory
676,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0,Unknown,Peru,Unpleasant
677,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory
678,French Broad,La Red,785,2011,65.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory
679,Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,Satisfactory
680,Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory
681,Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory
682,Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory
683,Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
684,Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,Unknown,Peru,Praiseworthy
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,Premium
687,Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,Satisfactory
688,Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,Satisfactory
689,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,Premium
690,Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,Premium
691,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,Satisfactory
692,Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,Satisfactory
693,Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,Satisfactory
694,Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory
695,Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,Satisfactory
696,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,Satisfactory
697,Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
698,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
699,Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,Satisfactory
700,Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,Premium
701,Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,Satisfactory
702,Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,Satisfactory
703,Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,Satisfactory
704,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory
705,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,Unknown,Nicaragua,Satisfactory
706,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,Unknown,Nicaragua,Satisfactory
707,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,Unknown,Nicaragua,Satisfactory
708,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,Unknown,Nicaragua,Satisfactory
709,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,Unknown,Nicaragua,Satisfactory
710,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,Unknown,Nicaragua,Satisfactory
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Satisfactory
712,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,Satisfactory
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Satisfactory
714,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,Unknown,Nicaragua,Praiseworthy
715,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Satisfactory
716,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,Satisfactory
717,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,Satisfactory
718,Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,Praiseworthy
719,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,Premium
720,Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad and Tobago,Praiseworthy
721,Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,Satisfactory
722,Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
723,Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,Unknown,Ecuador,Satisfactory
724,Fruition,Peru,863,2012,70.0,U.S.A.,2.5,Unknown,Peru,Disappointing
725,Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,Satisfactory
726,Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory
727,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,United States of America,Disappointing
728,Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,Satisfactory
729,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,Premium
730,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic,Satisfactory
731,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic,Satisfactory
732,Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,Satisfactory
733,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,Unknown,Belize,Satisfactory
